Player,Tm,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,Year,Player ID,Cluster,Team Cluster
Lindsey Hunter,CHI,266,7.9,0.433,0.585,0.061,0.9,4.3,2.6,20.4,3.9,0.3,18.4,17.3,-0.3,0.3,-0.003,-2.7,-1.5,-4.2,-0.1,2009,Lindsey HunterCHI2009.0,9,0
Andre Iguodala,PHI,3269,18.4,0.56,0.228,0.454,3.3,14,8.6,22.4,2.1,0.9,13.9,22.3,5.6,3.5,0.134,2.8,1,3.8,4.8,2009,Andre IguodalaPHI2009.0,8,3
Zydrunas Ilgauskas,CLE,1765,18,0.523,0.054,0.24,11,21.6,16.5,6.4,0.9,3.8,10.1,23.8,2.1,3.5,0.151,-1.9,1,-0.9,0.5,2009,Zydrunas IlgauskasCLE2009.0,2,2
Didier Ilunga-Mbenga,LAL,181,13.9,0.504,0.018,0.14,5.7,13.6,9.7,7.2,2.8,10.2,17.7,17.8,-0.1,0.4,0.091,-4.8,6,1.2,0.1,2009,Didier Ilunga-MbengaLAL2009.0,3,2
Allen Iverson,DEN,123,15.2,0.549,0.2,0.625,2.9,4.6,3.8,25.9,1.2,0.6,16.4,22.1,0.2,0.1,0.087,-0.3,-3.2,-3.5,0,2009,Allen IversonDEN2009.0,9,5
Allen Iverson,DET,1970,15.9,0.502,0.115,0.406,1.6,8.4,5,23,2.4,0.2,12.7,25.9,0.8,1.9,0.065,0,-0.5,-0.5,0.7,2009,Allen IversonDET2009.0,4,0
Royal Ivey,PHI,861,7.6,0.465,0.548,0.207,2.6,8,5.3,7.4,2.2,0.7,9.2,13.2,0.2,0.8,0.052,-1.8,-0.4,-2.2,0,2009,Royal IveyPHI2009.0,1,3
Jarrett Jack,IND,2716,13.1,0.554,0.259,0.308,1.8,9.5,5.6,18.6,1.6,0.5,16,18.5,2.3,1.8,0.073,0,-0.7,-0.7,0.9,2009,Jarrett JackIND2009.0,1,2
Bobby Jackson,SAC,1484,12.4,0.502,0.406,0.208,3.3,12.5,7.9,15.5,2.1,0.2,11.1,18,0.8,0.4,0.038,-0.5,-1.7,-2.2,-0.1,2009,Bobby JacksonSAC2009.0,1,2
Darnell Jackson,CLE,430,7.2,0.483,0.023,0.407,9.2,14.7,12,2.7,1.3,0.7,12.1,12.7,0.2,0.7,0.094,-4.1,-0.1,-4.2,-0.2,2009,Darnell JacksonCLE2009.0,7,2
Stephen Jackson,GSW,2339,16.1,0.53,0.306,0.357,3.3,10.8,7.1,25.6,1.8,0.9,16.6,25.2,1.5,0.7,0.045,1.7,-1.5,0.2,1.3,2009,Stephen JacksonGSW2009.0,4,2
LeBron James,CLE,3054,31.7,0.591,0.238,0.472,4.3,19,11.9,38,2.4,2.4,11,33.8,13.7,6.5,0.318,9.4,3.6,13,11.6,2009,LeBron JamesCLE2009.0,8,2
Mike James,WAS,1575,9.9,0.487,0.368,0.164,1.7,7.8,4.7,19.2,1.4,0.3,14.8,17.8,-0.1,0,-0.003,-1.2,-2.7,-3.8,-0.7,2009,Mike JamesWAS2009.0,6,3
Antawn Jamison,WAS,3096,20.6,0.549,0.221,0.314,7.2,20.5,13.7,9.1,1.6,0.7,7.1,25.9,6.6,1.6,0.126,2.8,-2.1,0.7,2.1,2009,Antawn JamisonWAS2009.0,4,3
Marko Jaric,MEM,605,7.3,0.417,0.193,0.283,4.6,8.6,6.6,19,2.6,1.5,23.1,16.4,-0.9,0.5,-0.03,-4.7,0.2,-4.5,-0.4,2009,Marko JaricMEM2009.0,6,3
Al Jefferson,MIN,1836,23.1,0.532,0.004,0.258,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2,0.128,0.6,0.1,0.7,1.2,2009,Al JeffersonMIN2009.0,2,2
Richard Jefferson,MIL,2939,15.4,0.554,0.239,0.424,2.2,13.3,7.5,11.7,1.2,0.4,10.2,24.6,4.2,2.4,0.109,1,-1.2,-0.2,1.3,2009,Richard JeffersonMIL2009.0,4,0
Jared Jeffries,NYK,1310,9.4,0.473,0.044,0.33,10.4,8.9,9.7,8.7,1.8,1.8,17.2,12.5,0.3,0.9,0.045,-2.2,1.8,-0.4,0.5,2009,Jared JeffriesNYK2009.0,7,4
Yi Jianlian,NJN,1421,10.9,0.474,0.28,0.246,5.5,22,13.7,7,1.1,2.1,11.2,20.5,-0.5,1.3,0.024,-3.5,-0.8,-4.3,-0.8,2009,Yi JianlianNJN2009.0,5,2
Amir Johnson,DET,911,13.5,0.608,0,0.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,1.4,1.3,0.142,-1.3,2.5,1.1,0.7,2009,Amir JohnsonDET2009.0,3,0
Anthony Johnson,ORL,1481,10.3,0.505,0.349,0.213,2.3,8.8,5.6,21.2,1.6,0.2,16.4,15.5,0.7,2.1,0.091,-1.8,0.5,-1.3,0.3,2009,Anthony JohnsonORL2009.0,9,4
Joe Johnson,ATL,3124,18.2,0.534,0.292,0.255,2.4,10.5,6.5,26.4,1.4,0.5,11,26.6,5.1,2.5,0.116,2.9,-1.2,1.7,3,2009,Joe JohnsonATL2009.0,4,2
Dahntay Jones,DEN,1426,9,0.533,0.051,0.449,4.9,8.7,6.8,8.2,1.7,1,14.5,14.7,0.7,1.3,0.067,-2.3,0,-2.3,-0.1,2009,Dahntay JonesDEN2009.0,5,5
Fred Jones,LAC,1495,10.4,0.536,0.464,0.256,1.7,8.2,4.9,19.1,1.8,0.5,15.8,12.8,1.1,0.5,0.052,-1.1,-1,-2.1,0,2009,Fred JonesLAC2009.0,1,2
James Jones,MIA,630,8.4,0.52,0.644,0.208,2.3,9.6,5.9,4.7,1,1.8,6.9,13,0.4,0.5,0.065,-1.9,-1.1,-2.9,-0.1,2009,James JonesMIA2009.0,1,2
Solomon Jones,ATL,675,12,0.655,0.018,0.667,9.1,15.6,12.3,3.4,0.6,3.9,15.8,11.8,1.2,0.7,0.138,-2,0.6,-1.4,0.1,2009,Solomon JonesATL2009.0,3,2
DeAndre Jordan,LAC,771,14.1,0.585,0,0.741,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,0.4,0.9,0.079,-4.7,0.6,-4.1,-0.4,2009,DeAndre JordanLAC2009.0,3,2
Chris Kaman,LAC,921,14.4,0.552,0,0.246,9.1,22.2,15.5,8.8,1,3.6,19.9,20.9,-0.3,0.8,0.03,-3.5,1,-2.5,-0.1,2009,Chris KamanLAC2009.0,7,2
Jason Kapono,TOR,1831,8.9,0.525,0.379,0.07,1.7,8.7,5.2,9.1,0.6,0.1,10.1,17.4,0.3,0.5,0.021,-1.2,-2.3,-3.5,-0.7,2009,Jason KaponoTOR2009.0,1,0
Jason Kidd,DAL,2886,16.9,0.55,0.523,0.17,3.4,16.4,9.9,34.7,2.9,1,21.8,13.5,4.6,3.9,0.141,2.3,2.3,4.5,4.7,2009,Jason KiddDAL2009.0,0,0
Tarence Kinsey,CLE,277,11,0.595,0.261,0.551,4.5,11.6,8.2,5.5,2.3,0,20.4,18.3,0.2,0.5,0.105,-2.8,-0.4,-3.3,-0.1,2009,Tarence KinseyCLE2009.0,9,2
Andrei Kirilenko,UTA,1831,16.8,0.549,0.128,0.546,5.5,15.3,10.4,14.7,2.3,3.3,14.6,20.3,2,2.6,0.122,-0.2,2.5,2.4,2,2009,Andrei KirilenkoUTA2009.0,0,6
Linas Kleiza,DEN,1824,13.2,0.552,0.413,0.316,6,14.5,10.4,5.7,0.9,0.6,10,20,2.1,1.5,0.095,0.1,-2.2,-2.1,0,2009,Linas KleizaDEN2009.0,1,5
Brevin Knight,UTA,938,9.5,0.414,0.032,0.339,1.7,9.5,5.6,28.1,3.7,0.3,23.3,13.5,-0.6,1.3,0.035,-4.2,0.7,-3.4,-0.3,2009,Brevin KnightUTA2009.0,9,6
Kyle Korver,UTA,1874,12.1,0.572,0.477,0.227,2.2,14.2,8.2,11.1,1.3,1.3,12.8,16.9,1.9,1.8,0.095,0.3,-0.1,0.2,1,2009,Kyle KorverUTA2009.0,0,6
Kosta Koufos,UTA,565,15.2,0.54,0,0.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,0.6,0.7,0.112,-2.3,0.7,-1.6,0.1,2009,Kosta KoufosUTA2009.0,5,6
Nenad Krstic,OKC,1141,13.6,0.504,0,0.194,8.4,17.2,12.8,4.3,0.9,3.2,9.2,18.9,0.6,1.1,0.07,-3.1,-0.3,-3.4,-0.4,2009,Nenad KrsticOKC2009.0,5,3
Rob Kurz,GSW,442,11.8,0.513,0.29,0.382,8.1,11.8,10,6.5,1.5,3,9.5,16.3,0.5,0.2,0.074,-1.1,-1.2,-2.3,0,2009,Rob KurzGSW2009.0,5,2
Carl Landry,HOU,1467,17.7,0.634,0.007,0.462,10.3,16.7,13.6,4.6,0.9,1.5,11.9,18.1,3.7,2.2,0.193,0.2,0.2,0.4,0.9,2009,Carl LandryHOU2009.0,2,2
Acie Law,ATL,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.062,-3,-2,-5,-0.4,2009,Acie LawATL2009.0,9,2
Courtney Lee,ORL,1939,10.7,0.556,0.376,0.174,1.1,9.1,5.2,7.6,2,0.5,10.6,15.5,1.3,3.1,0.108,-1,1.5,0.5,1.2,2009,Courtney LeeORL2009.0,0,4
David Lee,NYK,2824,19,0.59,0.003,0.347,9.6,27.9,18.4,10.1,1.4,0.6,12,19.2,5.9,3.1,0.154,0.4,1.1,1.5,2.5,2009,David LeeNYK2009.0,2,4
Rashard Lewis,ORL,2859,16.8,0.58,0.509,0.247,3.7,13.9,8.9,12.5,1.5,1.3,11.6,22,4.7,4.8,0.16,2.7,1.5,4.2,4.5,2009,Rashard LewisORL2009.0,8,4
Shaun Livingston,OKC,190,13.5,0.567,0,0.115,1.8,14.2,7.9,13.8,1.3,0.8,9.9,14.1,0.2,0.1,0.095,-2,-0.4,-2.4,0,2009,Shaun LivingstonOKC2009.0,1,3
Brook Lopez,NJN,2501,17.9,0.568,0.002,0.257,10.6,21.2,15.8,6.2,0.9,4.9,13.5,20.3,3.2,2.7,0.112,-1.2,1.2,0,1.2,2009,Brook LopezNJN2009.0,2,2
Robin Lopez,PHO,614,11.6,0.566,0.007,0.496,10.3,12.1,11.2,1.8,0.9,4.9,14.4,14,0.6,0.4,0.083,-2.1,-0.2,-2.3,0,2009,Robin LopezPHO2009.0,3,5
Kevin Love,MIN,2048,18.3,0.538,0.028,0.488,15.1,27.3,21,6.8,0.9,1.9,12.4,21,3.4,1.9,0.124,-0.7,-0.4,-1.1,0.5,2009,Kevin LoveMIN2009.0,3,2
Kyle Lowry,MEM,1071,14.1,0.54,0.254,0.592,1.5,11.4,6.4,26.9,2.4,0.6,18.7,18.4,0.9,0.9,0.081,-0.7,-0.8,-1.5,0.1,2009,Kyle LowryMEM2009.0,9,3
Kyle Lowry,HOU,608,15,0.561,0.179,0.401,2.6,12,7.5,25.7,1.8,1.1,16.6,17.5,0.9,0.9,0.143,-0.3,1.1,0.8,0.4,2009,Kyle LowryHOU2009.0,0,2
Tyronn Lue,MIL,392,10.6,0.559,0.378,0.134,1.7,9.2,5.3,18.8,0.8,0,14.3,16.8,0.4,0.2,0.073,-0.9,-2.5,-3.4,-0.1,2009,Tyronn LueMIL2009.0,1,0
Tyronn Lue,ORL,129,9.4,0.474,0.395,0.07,0,9.4,4.8,17.8,0.8,0,4.3,16.6,0.1,0.2,0.093,-2.1,-1.5,-3.6,-0.1,2009,Tyronn LueORL2009.0,1,4
Corey Maggette,GSW,1588,16.9,0.582,0.15,0.655,3.4,16,9.7,9.2,1.4,0.3,12.8,25.2,2.8,0.6,0.1,0.2,-2.8,-2.6,-0.2,2009,Corey MaggetteGSW2009.0,5,2
Jamaal Magloire,MIA,709,10.6,0.505,0,0.458,13.7,23.8,18.7,4.6,0.8,2.9,16.9,12.5,0.4,0.9,0.089,-4.1,0.6,-3.4,-0.3,2009,Jamaal MagloireMIA2009.0,7,2
Stephon Marbury,BOS,414,4.4,0.377,0.225,0.117,0.6,7.3,4.1,26.6,1.3,0.6,24.1,17.3,-0.9,0.5,-0.038,-6.2,-1.1,-7.3,-0.6,2009,Stephon MarburyBOS2009.0,6,0
Shawn Marion,MIA,1516,15.7,0.522,0.09,0.191,8.4,20.5,14.4,8.2,2,2.4,10.4,16.7,1.4,2.2,0.113,-1.2,2.2,1.1,1.2,2009,Shawn MarionMIA2009.0,5,2
Shawn Marion,TOR,954,16.4,0.523,0.038,0.181,9.1,18.4,13.8,10.9,1.7,1.7,11.7,20.2,0.7,1,0.082,-0.3,1.4,1.1,0.7,2009,Shawn MarionTOR2009.0,5,0
Sean Marks,NOH,838,8.8,0.521,0.061,0.267,9,18,13.5,2.6,0.5,3.3,16,12.6,0.2,1,0.067,-4.5,0.4,-4.1,-0.5,2009,Sean MarksNOH2009.0,7,2
Donyell Marshall,PHI,189,18.9,0.621,0.753,0.082,3.8,21.7,12.7,13.6,1.1,2.1,7.3,19.7,0.6,0.2,0.201,4.4,-1.1,3.3,0.3,2009,Donyell MarshallPHI2009.0,1,3
Cartier Martin,CHA,266,9.2,0.489,0.429,0.325,3.3,12,7.7,8,1.6,1.2,9.3,17.2,0.1,0.3,0.07,-2.7,-0.9,-3.5,-0.1,2009,Cartier MartinCHA2009.0,1,0
Kenyon Martin,DEN,2111,13.6,0.523,0.059,0.304,4.6,16.8,10.9,10,2.3,2.7,12.4,17.7,0.9,3.1,0.09,-1.6,2.5,0.9,1.6,2009,Kenyon MartinDEN2009.0,0,5
Kevin Martin,SAC,1947,19.2,0.601,0.342,0.65,1.7,9.3,5.5,12.3,1.6,0.3,12.3,27.4,4.7,0.1,0.117,3.1,-3.4,-0.3,0.8,2009,Kevin MartinSAC2009.0,4,2
Desmond Mason,OKC,1064,7.1,0.456,0.011,0.298,4.4,12.8,8.5,6.7,0.7,2.1,14.8,15.7,-1,0.7,-0.012,-5,0.1,-4.9,-0.8,2009,Desmond MasonOKC2009.0,6,3
Roger Mason,SAS,2496,11.9,0.554,0.479,0.144,0.8,11.1,6,11.1,0.9,0.4,10.3,18.9,1.9,2.9,0.091,0,-0.4,-0.4,1,2009,Roger MasonSAS2009.0,1,2
Jason Maxiell,DET,1408,15.8,0.58,0.003,0.494,14,13.2,13.7,2.8,1,3.5,10.4,14.7,2.6,1.5,0.141,-0.3,0.4,0.1,0.7,2009,Jason MaxiellDET2009.0,3,0
Sean May,CHA,301,6.2,0.435,0.01,0.204,8.3,20,14.2,5.6,0.9,1.1,19.6,20.8,-0.7,0.4,-0.045,-7.8,-0.9,-8.8,-0.5,2009,Sean MayCHA2009.0,7,0
O.J. Mayo,MEM,3120,14.2,0.539,0.295,0.219,2.2,10.1,6.1,15.5,1.6,0.3,13.8,24.5,1.5,1.8,0.052,0.7,-1.6,-0.9,0.9,2009,O.J. MayoMEM2009.0,1,3
Luc Mbah-a-Moute,MIL,2114,12.3,0.516,0.008,0.391,10.1,17.4,13.6,6.3,2.1,1.8,14.8,14.3,1.2,2.8,0.092,-1.9,2.2,0.2,1.2,2009,Luc Mbah-a-MouteMIL2009.0,3,0
Rashad McCants,MIN,636,9.9,0.47,0.408,0.277,1.9,9.9,5.8,8.5,2.2,0.7,12.1,26.4,-0.7,0.4,-0.024,-2.5,-2.5,-5,-0.5,2009,Rashad McCantsMIN2009.0,6,2
Rashad McCants,SAC,465,17.2,0.553,0.357,0.306,2.5,9.4,5.9,13.7,2.2,1.3,7.9,23.3,0.8,0.1,0.092,1.4,-2.8,-1.3,0.1,2009,Rashad McCantsSAC2009.0,1,2
Antonio McDyess,DET,1866,16.6,0.529,0,0.164,11.6,27.2,19.3,7.3,1.2,2.1,8.3,15.7,2.8,2.8,0.144,-0.7,1.8,1.1,1.5,2009,Antonio McDyessDET2009.0,2,0
JaVale McGee,WAS,1143,17,0.534,0,0.419,12,18.4,15.1,3.4,1.5,5.4,11.7,20.7,1.1,0.9,0.084,-2.5,-0.6,-3.1,-0.3,2009,JaVale McGeeWAS2009.0,3,3
Tracy McGrady,HOU,1181,16.3,0.492,0.241,0.322,2.1,12.7,7.6,25.2,1.9,0.9,11.1,24.5,0.9,1.8,0.108,0.4,1,1.4,1,2009,Tracy McGradyHOU2009.0,4,2
Dominic McGuire,WAS,2072,10.8,0.483,0.012,0.315,6.2,18.4,12.1,13.8,1.6,2.9,20,10.1,0.5,1.3,0.04,-2.7,2.2,-0.5,0.8,2009,Dominic McGuireWAS2009.0,7,3
Josh McRoberts,IND,279,12.5,0.451,0.12,0.157,10.2,19.1,14.6,8.4,2.1,4.3,11.9,15.7,0,0.4,0.073,-3.3,2.2,-1.1,0.1,2009,Josh McRobertsIND2009.0,7,2
Pops Mensah-Bonsu,TOR,263,12.9,0.421,0.021,0.427,22.5,23.4,23,3.6,1.6,1.2,13,23,-0.1,0.3,0.031,-4,-2.4,-6.5,-0.3,2009,Pops Mensah-BonsuTOR2009.0,7,0
C.J. Miles,UTA,1623,11.8,0.546,0.319,0.158,3.3,9,6.1,10.4,1.5,0.7,9.6,18.4,1.6,1.3,0.086,0.1,-1.1,-0.9,0.4,2009,C.J. MilesUTA2009.0,1,6
Darius Miles,MEM,298,16.1,0.533,0.061,0.313,7.7,15.9,11.7,10.1,2,5.5,15.7,21,0.1,0.4,0.077,-2.9,1.6,-1.2,0.1,2009,Darius MilesMEM2009.0,3,3
Darko Milicic,MEM,1034,13.8,0.533,0,0.395,9.7,21.8,15.7,5.6,1.1,4,13.3,16.3,0.7,1.2,0.088,-3,0.8,-2.2,0,2009,Darko MilicicMEM2009.0,3,3
Andre Miller,PHI,2976,18.6,0.548,0.051,0.393,4.9,9.9,7.4,30.2,2,0.4,14,21.8,6.2,2.5,0.141,2.8,0.1,2.8,3.6,2009,Andre MillerPHI2009.0,4,3
Brad Miller,SAC,1354,15.7,0.562,0.111,0.402,7.1,22.7,14.8,17.8,1.1,1.3,15.4,17.9,1.9,0.6,0.091,0,0.3,0.3,0.8,2009,Brad MillerSAC2009.0,5,2
Brad Miller,CHI,746,18.6,0.574,0.058,0.513,10.3,20.5,15.4,18,1.5,1.2,14.5,19.4,1.7,0.9,0.165,1.7,1.1,2.8,0.9,2009,Brad MillerCHI2009.0,2,0
Mike Miller,MIN,2356,13.8,0.588,0.411,0.272,3.5,21.2,12,21.6,0.7,1,19.1,14.5,2.8,1.4,0.086,0.6,0.8,1.4,2.1,2009,Mike MillerMIN2009.0,0,2
Paul Millsap,UTA,2290,18.6,0.576,0.005,0.435,13.1,21,17,9.8,1.8,2.5,12.6,20,4.5,3.3,0.162,1.3,1.9,3.3,3,2009,Paul MillsapUTA2009.0,2,6
Yao Ming,HOU,2589,22.7,0.618,0.001,0.426,9.6,24.1,17.1,10,0.6,4.2,16,26.2,5.6,5,0.196,0.6,2.4,3,3.3,2009,Yao MingHOU2009.0,2,2
Cuttino Mobley,LAC,365,10.3,0.491,0.24,0.123,2.8,6.5,4.6,5.8,2.1,0.4,10.5,21.5,-0.3,0.1,-0.017,-2.8,-2.3,-5.1,-0.3,2009,Cuttino MobleyLAC2009.0,6,2
Nazr Mohammed,CHA,341,7.7,0.438,0,0.396,12.8,15.9,14.3,3.9,0.8,3.9,16.2,19.6,-0.4,0.5,0.004,-6.4,-0.1,-6.5,-0.4,2009,Nazr MohammedCHA2009.0,7,0
Jamario Moon,TOR,1379,14.2,0.569,0.347,0.205,4.1,16.9,10.6,7.7,2.5,2.5,8.2,12.6,1.7,1.7,0.119,0.2,2.6,2.8,1.7,2009,Jamario MoonTOR2009.0,0,0
Jamario Moon,MIA,689,11.6,0.562,0.465,0.096,1.7,18.6,10.1,5.5,1.6,1.9,6.8,12,0.6,0.8,0.103,-1.6,1,-0.7,0.2,2009,Jamario MoonMIA2009.0,1,2
Mikki Moore,SAC,746,8.6,0.574,0,0.347,7,16.9,11.9,5.6,0.9,1.4,16.2,10,0.6,0.2,0.052,-3,-0.6,-3.6,-0.3,2009,Mikki MooreSAC2009.0,7,2
Mikki Moore,BOS,456,9.3,0.621,0,0.224,8.7,19.1,14.1,8.3,0.5,0.9,18.4,11.7,0.6,0.7,0.135,-1.3,1.3,0.1,0.2,2009,Mikki MooreBOS2009.0,5,0
Adam Morrison,CHA,667,5.8,0.452,0.436,0.1,3,10.3,6.7,9.4,0.7,0.5,11.6,17.6,-0.5,0.5,0.004,-3.6,-1.7,-5.3,-0.6,2009,Adam MorrisonCHA2009.0,6,0
Anthony Morrow,GSW,1515,14.7,0.588,0.345,0.172,5.6,8.7,7.1,8.2,1.2,0.5,8.3,17.7,3,0,0.096,1.9,-2.9,-1,0.4,2009,Anthony MorrowGSW2009.0,1,2
Troy Murphy,IND,2482,17.8,0.614,0.467,0.24,6.4,32,19.1,10.4,1.2,1,11.9,16.9,5.2,3.4,0.165,2,1,3,3.1,2009,Troy MurphyIND2009.0,2,2
Ronald Murray,ATL,1975,14.7,0.543,0.304,0.293,1.3,8.7,5,14,2.4,0.7,12.5,24.3,1.2,2,0.076,-0.2,-1.3,-1.5,0.3,2009,Ronald MurrayATL2009.0,1,2
Eduardo Najera,NJN,319,7.7,0.472,0.338,0.297,6.3,18.9,12.5,9.4,1.7,1,17.7,14.9,-0.2,0.3,0.01,-3.7,-0.1,-3.8,-0.1,2009,Eduardo NajeraNJN2009.0,7,2
Steve Nash,PHO,2484,19.5,0.615,0.289,0.247,0.9,9.2,5.2,42.4,1.1,0.3,20.8,21.1,6.7,0.5,0.14,3.5,-3.4,0,1.3,2009,Steve NashPHO2009.0,4,5
DeMarcus Nelson,GSW,171,6.5,0.44,0.056,0.259,3.8,11.4,7.6,11.3,2.6,0.8,20,18.8,-0.3,0.1,-0.071,-5.6,-1,-6.6,-0.2,2009,DeMarcus NelsonGSW2009.0,6,2
Jameer Nelson,ORL,1309,20.6,0.612,0.341,0.183,1.8,10.5,6.2,32.1,2,0.2,12.6,23.2,3.9,2.1,0.22,4.8,0.4,5.1,2.4,2009,Jameer NelsonORL2009.0,4,4
Rasho Nesterovic,IND,1214,14.1,0.524,0.002,0.073,8.4,13.5,10.9,14.3,1.2,2.3,12.3,18.5,1.1,1.1,0.086,-1.1,0.4,-0.8,0.4,2009,Rasho NesterovicIND2009.0,5,2
Joakim Noah,CHI,1938,16.5,0.594,0.003,0.489,14.5,21.3,17.9,8.1,1.3,4.1,15.4,12.3,3.8,2.7,0.159,0.5,2.8,3.4,2.6,2009,Joakim NoahCHI2009.0,2,0
Andres Nocioni,CHI,1278,11.4,0.547,0.465,0.276,3.1,16.8,9.9,7.4,1,0.9,12.7,20.1,0.8,1.1,0.072,-0.5,-1.7,-2.2,-0.1,2009,Andres NocioniCHI2009.0,1,0
Andres Nocioni,SAC,713,13.6,0.568,0.405,0.234,3.3,19.6,11.4,9.9,0.9,1.8,12.6,20,0.6,0.3,0.06,-0.2,-1.5,-1.7,0.1,2009,Andres NocioniSAC2009.0,1,2
Steve Novak,LAC,1161,13.5,0.606,0.722,0.058,1.8,10.9,6.2,5.8,0.9,0.3,5.4,16.8,2,0.2,0.092,1.6,-3.5,-1.9,0,2009,Steve NovakLAC2009.0,1,2
Dirk Nowitzki,DAL,3050,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1,1.5,7.8,30.3,7.5,3.4,0.171,1.9,-0.7,1.2,2.4,2009,Dirk NowitzkiDAL2009.0,2,0
Patrick O'Bryant,TOR,147,13.5,0.54,0.038,0.151,4.8,20.6,12.8,3.6,1.1,5.8,8.1,19.3,0,0.2,0.079,-3.9,0.7,-3.2,0,2009,Patrick O'BryantTOR2009.0,5,0
Jermaine O'Neal,TOR,1216,15.4,0.526,0.002,0.305,6.9,20.7,13.9,9.3,0.8,5.2,14.9,23.5,-0.1,1.4,0.055,-3,1.9,-1.1,0.3,2009,Jermaine O'NealTOR2009.0,3,0
Jermaine O'Neal,MIA,811,15.5,0.514,0,0.262,8,13.4,10.7,11.7,0.7,5.4,13.3,22.7,0.3,0.9,0.069,-2.6,1.5,-1.1,0.2,2009,Jermaine O'NealMIA2009.0,5,2
Shaquille O'Neal,PHO,2252,22.3,0.623,0.001,0.617,10.1,22.3,16.4,8.9,1.1,3.5,13.6,24.2,5.6,2.2,0.166,1.7,0.3,2,2.3,2009,Shaquille O'NealPHO2009.0,2,5
Fabricio Oberto,SAS,677,10.6,0.595,0.01,0.337,11.6,13.4,12.5,12.9,0.6,1.2,24.1,11.3,0.8,0.8,0.119,-1.7,1.6,-0.1,0.3,2009,Fabricio ObertoSAS2009.0,3,2
Greg Oden,POR,1314,18.1,0.599,0,0.644,15.7,24.5,20,3.9,1.1,4.2,16.2,19.3,2.6,2,0.167,-0.2,0.9,0.8,0.9,2009,Greg OdenPOR2009.0,3,2
Lamar Odom,LAL,2316,16.6,0.542,0.147,0.366,8.7,22.2,15.5,12.8,1.7,3.3,14.5,18.1,2.7,4.2,0.143,-0.1,3.1,2.9,2.9,2009,Lamar OdomLAL2009.0,2,2
Emeka Okafor,CHA,2691,18,0.581,0,0.478,12.7,25.2,19,3.5,1,4.2,13.4,18.9,3.7,4.6,0.147,-1.4,1.4,0,1.4,2009,Emeka OkaforCHA2009.0,2,0
Mehmet Okur,UTA,2409,17.5,0.592,0.227,0.376,6.1,21.5,13.8,8.1,1.2,1.7,11.3,21.7,4.5,2.9,0.148,1.2,0.2,1.4,2.1,2009,Mehmet OkurUTA2009.0,2,6
Kevin Ollie,MIN,850,9.9,0.525,0.007,0.64,1.7,8.9,5.2,20.2,1.2,0.4,15,12,0.9,0.3,0.067,-2.6,-1.2,-3.8,-0.4,2009,Kevin OllieMIN2009.0,9,2
Travis Outlaw,POR,2246,15.1,0.541,0.278,0.285,3.8,14.6,9.1,6.3,1.2,2,8.9,22,3,2.3,0.113,0.1,-0.5,-0.4,0.9,2009,Travis OutlawPOR2009.0,0,2
Zaza Pachulia,ATL,1473,14.1,0.571,0.009,0.719,13.8,20.9,17.4,6,1.3,1.4,17.8,16.3,2,1.9,0.127,-1.5,0.2,-1.3,0.2,2009,Zaza PachuliaATL2009.0,3,2
Anthony Parker,TOR,2637,12.1,0.524,0.32,0.192,2,12,7.1,15.7,2,0.4,12.2,16.3,1.4,2,0.063,0,0.6,0.6,1.7,2009,Anthony ParkerTOR2009.0,0,0
Tony Parker,SAS,2456,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,5.6,3,0.168,3.9,-0.8,3.1,3.2,2009,Tony ParkerSAS2009.0,8,2
Chris Paul,NOH,3002,30,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,13.3,5,0.292,9.1,2.1,11.2,10,2009,Chris PaulNOH2009.0,8,2
Sasha Pavlovic,CLE,1053,8.6,0.51,0.425,0.196,3.6,10.4,7.2,10.5,1.1,1.2,13.8,15.5,0.2,1.5,0.077,-2,0.2,-1.8,0,2009,Sasha PavlovicCLE2009.0,1,2
Oleksiy Pecherov,WAS,277,14.5,0.51,0.426,0.287,14.4,17.9,16.1,1.2,1.1,0.9,8.1,20.3,0.4,0.1,0.08,-0.8,-5.8,-6.6,-0.3,2009,Oleksiy PecherovWAS2009.0,5,3
Kendrick Perkins,BOS,2253,13.2,0.591,0.004,0.335,11.5,21.4,16.7,6.5,0.5,5.3,23.1,14.8,1.1,4.5,0.119,-1.9,4.1,2.2,2.4,2009,Kendrick PerkinsBOS2009.0,3,0
Morris Peterson,NOH,515,10.7,0.499,0.464,0.104,3.1,16.6,9.9,5.2,1.6,0.3,7.3,19.3,0,0.6,0.058,-2.3,-2,-4.3,-0.3,2009,Morris PetersonNOH2009.0,1,2
